year,country,global_avg_temperature,temperature_anomaly,max_temperature,min_temperature,co2_concentration_ppm,annual_rainfall_mm,sea_level_rise_mm,sea_surface_temperature,heatwave_days,drought_index,flood_events_count,forest_cover_percent,deforestation_rate,fossil_fuel_consumption,renewable_energy_share,air_quality_index,predicted_temperature_2050,climate_risk_index
2005,India,13.84,0.1,30.17,3.29,416.75,1526.15,3.8,17.97,53,2.38,7,37.07,0.86,86.42,52.9,67,2.27,54.27
2024,Germany,15.25,1.08,36.31,5.54,400.94,1183.62,3.37,17.08,51,4.94,2,35.16,2.87,44.99,6.1,169,2.51,0.98
2023,Germany,13.59,1.12,40.12,2.41,416.44,874.44,1.93,16.26,2,3.59,9,14.36,2.98,73.17,8.06,194,3.52,46.98
1984,China,15.23,1.47,34.0,7.81,433.1,1131.13,3.26,16.8,12,3.29,0,10.39,0.8,60.82,55.51,188,2.81,29.15
1985,France,13.98,1.17,29.85,2.89,370.67,1549.89,3.58,16.8,27,2.85,13,41.73,2.52,23.82,11.76,126,2.02,47.76
2005,China,14.09,1.6,37.48,6.03,397.12,763.59,2.97,18.71,53,4.99,12,35.05,2.59,25.91,39.15,174,2.81,40.47
1983,Germany,14.41,1.26,30.8,5.47,397.65,1063.34,1.62,16.59,10,4.9,9,57.76,0.7,34.22,39.08,91,1.67,93.2
1998,USA,14.08,1.72,32.98,11.94,425.27,583.04,2.14,16.93,10,2.69,4,42.56,1.57,30.02,52.84,165,1.92,4.12
1999,India,15.06,0.92,36.33,1.1,428.18,964.5,3.45,14.61,20,2.28,13,66.2,2.21,43.06,36.5,186,2.55,68.36
2012,China,15.59,1.16,41.8,13.83,417.53,1184.98,4.62,16.43,51,2.31,14,21.77,0.19,60.53,28.87,112,2.54,85.1
1999,France,14.11,1.43,35.13,2.62,353.03,665.58,5.52,18.68,20,2.14,0,69.41,1.48,62.17,58.59,179,2.5,95.92
1991,Pakistan,14.24,0.87,35.11,-0.36,373.7,943.84,3.28,17.14,6,2.66,10,27.88,0.63,61.14,17.58,133,1.9,17.76
1980,Australia,14.4,0.78,38.69,4.13,409.03,1239.98,2.64,14.88,16,1.37,4,48.55,1.94,28.23,19.45,41,1.91,53.13
2005,Germany,14.82,0.85,35.25,17.96,402.46,1176.76,3.05,15.04,47,4.63,8,40.11,2.97,62.02,9.66,56,2.27,4.36
1993,Canada,14.41,0.8,38.18,8.58,415.13,652.71,2.24,15.39,13,2.45,4,31.57,1.88,48.68,58.64,164,2.07,49.92
2017,Pakistan,15.33,1.31,40.39,7.41,403.27,1112.13,4.45,18.0,32,4.21,1,18.36,0.22,83.21,43.85,170,2.64,12.55
2016,UK,15.19,0.37,33.36,8.18,453.29,1167.62,6.07,17.81,10,2.38,12,18.09,0.2,83.84,5.67,60,2.06,83.79
1990,Brazil,13.79,0.48,18.62,1.92,357.65,1032.4,2.67,11.32,12,3.59,14,52.69,2.16,73.77,43.74,117,2.05,11.39
2015,France,14.81,1.85,30.91,6.3,422.57,1326.8,2.07,16.38,0,1.68,1,32.66,1.22,69.22,27.23,118,1.39,51.33
1992,Canada,15.41,0.81,41.04,5.01,435.7,823.17,4.71,16.72,33,3.12,9,67.68,2.05,28.05,58.22,90,2.64,52.11
2022,Brazil,14.2,1.18,34.83,12.24,432.54,1123.75,3.88,15.06,8,2.49,8,29.54,0.66,25.93,20.26,145,2.36,97.17
1982,France,14.32,0.5,33.3,4.57,434.68,650.44,3.9,15.91,12,1.84,11,69.01,2.74,78.86,44.07,144,1.06,65.5
2012,USA,14.18,1.14,40.83,3.49,438.28,519.81,5.41,18.5,36,4.41,13,22.33,3.03,49.89,39.51,49,2.42,28.78
1985,Australia,14.2,0.81,34.49,0.34,399.9,1234.32,1.86,17.11,29,0.56,4,16.17,3.12,51.6,5.66,155,2.0,24.08
1989,Pakistan,13.5,0.47,24.54,5.56,387.46,1006.17,1.83,15.75,40,2.43,10,28.75,1.13,79.35,53.69,94,2.59,12.82
1984,India,13.7,1.63,27.47,6.17,364.13,860.97,3.31,16.22,44,0.97,7,63.14,2.35,63.5,12.68,75,2.15,75.65
2002,France,14.55,1.57,37.09,0.19,405.93,680.45,3.58,16.16,36,4.31,9,41.31,1.05,32.56,41.5,90,1.8,69.08
1989,India,15.41,1.06,34.67,6.81,395.56,1248.13,3.07,16.92,46,1.27,3,18.14,2.69,34.77,47.66,113,3.06,60.99
2023,Australia,14.13,1.5,42.27,5.93,444.04,547.6,6.45,14.36,6,3.17,1,22.15,0.51,20.45,39.7,56,2.99,4.08
1981,Germany,14.11,1.86,31.33,9.05,407.81,1297.86,3.13,15.5,13,0.83,3,28.68,2.69,69.75,10.34,100,2.11,76.28
1992,UK,15.52,1.4,33.45,9.85,389.24,1135.3,2.84,18.05,47,2.02,11,45.41,1.6,53.99,58.63,130,2.39,64.19
2019,Pakistan,13.84,1.29,30.58,5.38,385.29,562.66,3.65,16.39,5,4.5,10,29.94,3.01,86.5,18.02,180,1.97,96.39
1981,Australia,13.5,1.18,32.4,0.85,464.72,1037.79,4.67,15.23,33,0.83,3,54.82,2.61,69.98,39.53,134,1.35,58.72
1999,Australia,14.0,1.36,25.54,1.68,414.45,1796.12,2.63,15.29,15,3.32,10,46.98,1.38,27.22,48.84,119,2.86,30.4
1980,USA,14.1,0.95,33.07,12.05,395.46,1356.83,3.32,17.58,50,1.02,8,62.43,3.17,31.31,56.66,142,1.8,38.15
2016,Brazil,13.45,0.99,34.74,5.66,418.1,751.59,4.7,15.72,36,2.08,9,40.06,1.06,55.12,38.22,87,2.84,17.58
1988,UK,14.42,1.28,34.32,11.98,462.42,1215.01,4.77,17.27,35,2.7,10,29.87,3.39,84.74,19.25,125,2.55,72.29
1996,Pakistan,15.07,0.91,45.75,6.99,405.26,575.23,3.76,15.56,45,2.89,5,69.78,2.71,37.31,51.02,109,2.34,70.77
1988,Germany,13.73,0.95,44.17,8.01,432.18,588.61,6.4,14.81,58,3.01,14,31.34,3.47,77.79,13.98,86,2.18,20.07
1990,Germany,14.55,1.1,31.25,8.75,444.66,979.81,5.88,16.87,5,3.2,9,35.72,0.28,41.86,6.23,49,2.55,15.85
1994,China,14.74,1.56,24.78,0.11,367.71,1165.5,1.81,16.35,7,1.36,14,58.55,1.03,38.89,54.95,119,1.73,7.7
2003,Australia,14.45,0.65,34.5,6.23,399.04,1243.4,1.47,17.53,23,2.01,5,15.32,2.62,83.1,36.65,52,2.87,91.2
2017,France,14.61,1.4,36.88,0.05,441.53,1247.56,4.45,17.83,2,0.19,4,33.19,3.24,23.31,8.83,97,2.27,23.31
2014,USA,14.62,1.42,30.7,3.86,397.52,1148.43,5.14,15.96,3,3.84,5,15.14,0.2,66.25,36.89,123,2.95,34.42
2009,UK,14.01,1.41,30.95,7.56,425.37,515.8,3.23,17.02,31,4.19,0,18.36,0.1,23.02,12.98,107,2.14,28.05
2010,Germany,15.4,0.78,42.91,0.9,396.04,981.72,2.9,15.92,0,1.0,12,10.28,0.97,76.05,6.73,123,2.27,41.36
1984,Pakistan,15.25,0.42,33.71,7.24,403.86,1290.6,2.52,17.45,33,1.01,4,10.57,3.0,78.06,11.41,125,2.33,71.4
2023,China,15.21,1.32,38.31,-0.99,400.82,1132.99,2.1,16.85,44,0.21,11,32.82,2.71,82.53,47.63,196,2.49,87.06
1993,Pakistan,15.11,1.18,30.35,9.57,430.92,1054.63,4.86,15.56,8,4.85,5,58.55,1.26,33.03,46.56,183,3.11,18.26
1990,USA,13.56,1.5,34.72,2.34,420.04,1098.77,3.04,15.44,11,4.04,7,45.22,0.11,28.71,38.24,102,1.98,68.64
1988,France,15.06,0.82,33.32,0.89,417.47,1093.76,3.86,16.9,9,1.8,3,48.09,1.99,55.25,16.51,82,2.14,35.26
2013,China,14.89,1.4,31.62,-0.74,477.69,410.53,1.31,18.24,9,2.41,13,41.15,0.91,39.01,45.64,190,2.19,98.05
1991,China,13.58,1.52,40.78,2.68,458.49,1346.47,4.7,17.85,49,1.46,4,59.19,2.64,62.44,27.44,197,1.04,29.89
2014,Brazil,14.37,1.06,28.06,-2.63,365.47,966.84,4.21,15.09,43,2.99,3,62.82,1.62,55.96,33.09,69,1.92,0.72
2014,UK,14.67,1.27,36.5,2.81,403.91,1212.28,1.89,15.24,53,3.59,6,60.98,2.41,30.14,54.37,106,1.96,51.56
1980,China,15.5,1.25,33.22,9.4,475.66,308.31,3.81,15.46,47,2.24,9,58.73,3.0,71.75,30.18,63,3.52,15.07
2019,Brazil,14.93,0.77,37.07,4.25,400.64,1498.3,3.51,15.61,22,4.37,5,20.96,1.92,76.26,39.45,140,2.33,4.45
2001,Brazil,13.98,1.31,33.29,0.29,467.19,653.08,2.96,13.78,5,2.59,13,45.63,1.24,87.41,57.9,145,2.45,69.83
2008,USA,15.52,1.75,39.34,5.91,404.34,1762.4,0.02,17.69,23,0.72,3,44.93,2.72,47.69,29.83,140,1.47,73.23
1987,India,14.53,1.11,30.3,5.55,409.15,1635.77,2.71,15.82,56,3.11,5,41.68,1.0,43.64,35.84,47,2.17,46.07
1990,Pakistan,14.35,0.52,40.79,12.83,436.59,602.53,3.86,17.19,23,2.31,12,38.85,3.13,33.46,37.14,135,2.67,67.69
2020,France,14.3,0.83,34.86,8.16,412.74,1245.11,2.84,16.03,20,4.68,3,15.35,0.34,32.66,18.24,74,3.46,53.82
2016,Canada,13.53,0.39,28.36,6.22,427.37,694.84,3.23,16.47,55,1.96,11,16.13,2.94,42.47,45.53,135,1.86,62.98
1993,Pakistan,14.43,1.62,38.4,8.62,454.37,808.18,5.3,15.47,41,2.01,7,64.14,0.41,88.73,44.97,89,1.29,59.67
2009,China,14.8,1.41,34.01,4.46,433.97,814.95,3.41,16.46,30,3.25,10,47.81,0.29,26.46,16.75,184,1.81,66.58
2014,France,14.27,0.9,26.46,4.7,418.54,1134.38,0.98,15.19,46,2.63,14,25.74,1.34,38.16,5.73,41,1.81,19.96
2000,Germany,14.75,0.53,36.66,11.64,456.84,1097.39,3.28,16.47,57,1.87,14,26.76,3.35,26.02,59.94,83,1.82,26.87
2016,India,13.98,0.77,40.03,-1.54,436.92,639.52,3.62,18.69,40,4.95,2,46.61,3.44,39.15,36.99,141,2.65,44.0
1984,Germany,14.42,0.84,41.41,8.87,396.66,1131.99,2.51,17.28,29,1.51,7,34.42,0.79,26.47,14.96,169,2.37,44.61
1998,Germany,14.69,1.14,33.11,4.56,464.5,938.77,4.38,16.94,55,1.39,12,36.48,0.61,55.58,20.6,111,1.64,77.44
1993,UK,14.61,1.13,35.73,3.83,431.06,453.83,1.75,14.52,33,4.32,1,13.64,1.3,50.68,38.98,149,2.91,36.74
2005,Pakistan,13.54,1.64,35.25,2.79,409.66,869.79,3.33,17.35,17,0.02,5,18.32,1.25,32.18,12.57,176,3.15,16.25
1983,Canada,14.24,0.82,42.45,5.61,364.48,1498.13,1.73,17.5,11,1.01,7,33.6,2.68,32.24,7.05,168,1.35,25.15
2004,USA,15.51,0.5,30.95,4.83,380.56,879.92,3.15,16.9,34,2.95,0,51.98,1.61,63.83,48.92,142,2.79,21.47
2024,Canada,14.2,0.64,32.68,3.34,457.5,449.34,4.35,16.82,6,0.81,5,12.88,2.75,47.1,44.37,176,2.11,73.17
2021,Germany,14.51,1.09,30.83,2.19,458.49,1244.34,3.31,16.29,40,4.93,8,30.07,2.65,23.93,22.03,181,1.73,47.03
2004,China,14.45,0.81,27.75,-2.62,417.13,721.75,3.24,17.47,39,2.32,14,51.7,2.07,84.41,8.22,66,1.47,70.86
1997,India,15.44,0.98,36.24,2.1,370.74,1064.33,3.53,18.6,24,2.99,12,57.52,2.93,48.35,31.74,176,1.97,41.62
2019,Australia,15.27,0.92,43.01,2.95,387.83,948.4,3.59,17.0,5,0.8,9,21.41,0.77,61.37,20.19,132,1.94,88.97
1987,Canada,14.98,1.5,34.01,5.6,374.41,1528.5,4.33,15.04,0,1.45,9,53.89,0.65,81.98,26.88,139,2.27,98.35
2018,Germany,13.92,0.87,30.59,12.85,373.5,948.62,4.34,15.16,45,3.07,1,67.32,2.65,48.15,20.07,170,3.27,66.98
2019,India,14.72,0.95,35.93,2.54,465.67,656.62,5.21,17.59,15,2.75,10,64.41,0.93,77.45,14.64,156,1.95,86.38
1993,France,14.84,1.39,37.95,0.91,466.5,859.35,3.7,15.05,59,3.92,12,57.36,0.11,84.03,26.28,190,1.5,50.79
2011,Pakistan,14.08,0.87,34.22,2.14,386.98,631.37,1.51,16.8,47,1.35,0,52.74,3.2,32.18,58.07,161,2.03,93.46
2017,Brazil,13.98,1.27,42.02,5.61,414.78,937.22,4.53,15.98,3,3.27,1,24.11,2.22,82.47,19.64,149,2.72,83.16
2012,UK,15.52,1.23,30.94,7.35,382.88,1530.94,5.12,14.89,28,1.45,4,48.03,1.61,28.39,23.48,112,2.08,99.18
2002,India,14.32,1.16,33.57,7.91,414.62,1374.54,6.45,17.75,37,2.93,5,48.6,2.57,39.26,23.11,69,2.53,62.31
1994,China,15.47,0.65,36.48,8.31,455.98,1612.36,5.24,17.56,46,3.03,0,34.41,1.23,76.57,31.42,58,2.28,77.92
2012,China,15.1,1.59,36.96,8.88,441.97,1143.78,2.91,14.47,27,0.61,6,39.58,3.34,83.05,51.39,141,2.23,54.29
2004,India,14.74,1.99,35.24,3.88,435.22,1042.93,3.72,17.22,21,2.74,10,51.64,0.33,67.89,27.12,106,2.99,25.91
1996,China,14.77,1.1,28.61,13.21,410.15,700.51,3.18,17.0,7,0.06,3,67.13,2.28,27.34,49.34,89,1.72,35.48
2012,Pakistan,13.66,0.68,46.69,3.58,446.55,1080.9,3.01,17.76,31,2.51,8,27.72,2.74,56.61,11.33,87,1.68,89.4
1981,China,14.62,1.11,33.82,5.44,431.17,960.89,3.36,16.75,32,3.49,14,24.78,1.7,60.08,54.22,42,1.75,5.59
1993,Canada,15.35,1.5,35.55,10.18,425.1,1233.59,5.04,18.64,12,0.36,14,46.11,2.67,39.73,15.19,105,2.37,59.15
2019,Brazil,14.91,0.85,38.08,7.27,412.11,663.32,1.59,16.31,26,4.69,14,17.85,3.25,89.39,7.16,194,2.23,37.25
2019,China,14.59,1.05,31.82,-3.96,422.96,1015.8,2.3,16.09,17,2.29,5,44.95,2.63,43.49,13.71,145,2.56,38.67
2018,Brazil,15.53,1.24,35.28,5.02,422.21,527.95,4.96,15.04,17,4.69,8,15.33,1.15,34.72,15.49,150,2.16,88.46
1985,Germany,14.39,1.58,31.61,8.45,401.46,1101.28,5.24,15.1,12,0.54,0,39.44,2.01,27.71,32.97,79,2.1,85.38
1985,USA,14.13,1.41,37.08,-0.37,395.63,1202.73,2.71,14.96,21,4.75,3,47.22,3.2,46.5,29.75,164,2.36,59.88
1982,Pakistan,14.59,1.43,33.62,8.0,390.08,513.55,5.48,16.83,13,0.55,1,14.21,1.63,68.48,44.37,57,3.05,27.29
1986,USA,14.96,0.93,36.34,6.56,391.68,598.07,4.67,16.1,10,2.31,5,22.42,2.42,36.2,7.8,194,1.62,47.55
1987,Germany,13.47,1.26,29.77,9.74,410.3,611.21,3.18,17.0,38,4.69,14,30.12,1.68,73.87,32.37,178,1.74,40.83
2021,Pakistan,14.67,0.81,30.86,2.23,406.18,946.71,0.58,14.69,49,1.16,3,32.12,0.51,29.48,23.29,58,2.22,35.36
1994,India,14.99,1.44,28.17,8.98,399.48,580.75,1.5,15.22,52,0.17,8,50.57,0.3,50.83,39.69,128,3.22,10.28
2008,India,14.34,1.56,31.45,5.64,397.63,1413.55,2.71,15.19,21,3.97,13,41.74,3.34,69.17,7.4,174,1.66,54.31
2012,Brazil,15.16,1.32,22.13,12.06,422.3,1130.85,4.41,19.75,35,2.98,2,32.93,2.18,29.47,6.92,96,2.2,30.18
2009,Germany,14.88,0.95,33.46,16.14,449.44,1179.71,4.42,16.25,16,2.57,0,37.04,0.45,61.85,28.5,169,1.76,66.08
2018,Brazil,15.78,1.02,32.33,11.15,414.73,523.29,2.94,16.4,50,0.17,10,10.78,3.02,75.93,49.62,77,2.4,31.92
2006,UK,14.05,1.82,35.75,6.92,413.09,1387.95,3.22,16.38,31,3.27,12,56.23,1.88,61.69,41.91,172,1.17,43.12
2015,China,15.0,0.96,35.22,14.28,391.63,1194.88,3.46,18.83,13,0.86,10,12.46,2.72,55.8,5.92,121,1.68,5.24
2008,Australia,13.89,1.52,41.29,7.41,409.42,795.3,3.24,14.08,41,4.66,0,59.76,0.53,78.68,14.82,75,2.84,99.25
2017,UK,13.53,1.24,47.97,1.37,444.76,537.47,3.7,16.41,56,3.43,11,42.46,3.18,88.98,17.47,127,2.2,50.76
2012,China,13.28,0.97,40.69,4.84,440.94,977.16,3.46,14.07,28,3.54,8,41.67,2.11,32.69,28.27,158,1.83,2.42
2016,Pakistan,14.82,0.56,32.73,8.05,439.2,860.07,1.49,12.93,5,1.16,8,52.27,2.61,68.39,37.27,124,2.18,54.12
2006,Brazil,14.61,1.18,32.53,8.3,438.4,872.52,3.25,15.4,49,4.4,4,61.57,0.21,25.65,16.91,187,2.17,87.04
2012,Pakistan,14.21,1.14,39.34,0.5,425.92,788.37,3.47,17.12,56,2.69,14,66.56,1.17,23.0,26.04,172,2.48,77.26
1983,Pakistan,13.44,1.82,26.58,0.63,425.03,1216.43,4.69,15.3,3,4.29,1,42.6,1.01,39.66,37.12,63,1.16,70.09
2001,China,14.09,0.76,33.42,3.63,421.12,219.83,2.5,17.09,10,1.35,8,19.04,3.33,87.96,26.09,69,1.68,13.95
1981,Germany,14.5,2.02,33.81,7.14,404.58,1428.98,3.74,16.66,44,3.78,12,62.72,0.73,58.65,12.87,67,1.72,65.77
1989,China,14.98,1.25,37.92,7.65,417.09,1299.43,4.18,16.29,39,2.87,11,12.44,2.5,38.78,32.04,148,2.51,76.63
1984,France,14.49,1.25,38.07,5.57,420.39,1063.21,3.32,18.4,9,0.24,12,58.44,0.25,29.28,22.82,174,2.2,57.24
1989,India,14.65,0.86,31.28,1.66,430.83,956.77,1.39,15.61,54,2.03,7,50.83,0.77,84.41,52.53,74,2.92,89.27
2012,India,14.27,1.23,32.93,11.95,417.51,1324.92,4.71,17.07,27,0.92,12,64.28,1.25,45.37,47.66,158,2.61,27.7
2017,UK,15.55,1.29,37.23,0.71,467.63,987.32,4.4,13.8,10,1.8,10,63.85,2.8,41.47,15.47,73,2.03,24.21
1992,India,13.89,1.47,31.01,10.21,384.75,916.47,3.77,16.65,34,1.92,9,13.19,2.79,80.06,13.39,142,2.18,86.96
2010,China,14.08,0.71,41.03,7.96,433.86,1341.62,3.55,16.11,14,2.37,9,46.57,3.34,62.31,24.12,156,2.85,62.54
2015,Canada,14.2,1.66,38.05,10.12,413.97,1628.02,1.36,14.73,7,3.0,5,17.48,3.22,31.8,27.67,115,2.92,0.14
2024,Brazil,14.83,1.24,35.86,3.22,415.05,708.7,4.43,17.1,19,2.85,6,14.71,0.38,49.51,56.26,93,2.15,35.31
2003,China,13.88,1.34,36.95,4.43,394.69,1127.44,5.28,15.39,49,0.19,11,36.9,2.92,84.98,21.59,68,1.71,85.79
1994,China,14.58,1.01,32.67,5.22,440.48,674.08,2.16,19.1,58,3.75,5,15.86,1.63,83.08,52.72,177,1.15,2.73
2008,Australia,14.6,0.73,31.87,3.09,431.32,1150.49,5.11,12.85,20,4.75,14,53.67,3.04,24.91,32.79,66,1.15,0.32
1987,Brazil,14.08,1.13,32.88,5.9,435.84,766.55,4.86,16.87,0,1.74,14,68.14,0.4,38.8,53.71,52,2.44,28.13
1984,France,14.7,1.17,37.5,11.32,419.23,1363.46,2.13,16.56,28,0.9,4,44.17,2.9,30.82,43.61,81,2.43,91.4
2008,India,13.9,0.55,36.01,-0.19,406.88,969.96,3.03,16.08,23,2.7,3,24.11,0.64,57.37,43.96,60,1.86,90.15
1983,Brazil,13.83,1.42,32.89,2.37,413.34,1013.94,1.83,15.71,29,3.52,6,60.59,1.24,72.5,33.53,170,2.85,51.88
1991,India,14.56,1.5,38.75,1.94,425.84,1489.33,3.42,16.6,39,3.39,3,61.19,0.2,40.69,51.22,175,2.1,55.32
2024,UK,13.5,0.81,34.13,4.62,364.86,780.1,4.04,18.09,34,3.06,9,53.97,0.52,73.06,18.99,109,1.91,33.2
1981,Brazil,13.21,0.69,31.53,4.46,436.82,1205.45,1.92,13.99,32,0.73,9,46.91,1.62,66.81,54.9,184,2.79,24.37
2006,India,14.82,0.98,36.27,8.09,475.65,809.96,3.96,15.29,19,4.18,9,62.07,2.88,70.98,40.02,49,2.72,81.52
2010,France,15.13,1.11,29.93,5.13,427.01,1358.89,4.27,14.92,56,2.13,8,19.8,2.73,86.38,29.13,180,2.17,10.63
2015,USA,14.22,0.99,26.56,6.21,407.98,1536.03,4.28,14.85,15,1.11,4,65.9,0.9,49.72,59.02,145,2.46,48.74
2015,Pakistan,14.1,1.08,34.97,6.59,410.97,921.13,4.05,17.01,8,0.43,7,66.83,0.62,43.98,52.41,51,2.52,63.44
2005,Pakistan,15.1,1.19,31.71,5.98,432.69,341.77,2.03,17.38,30,2.08,11,62.32,1.42,67.87,47.46,167,3.29,10.37
2022,France,13.81,0.55,33.73,7.81,408.54,793.56,3.35,18.1,16,3.09,12,25.04,3.1,76.53,20.06,190,2.13,51.96
2006,Australia,13.68,0.6,30.17,4.51,436.72,1729.79,3.92,17.41,58,3.33,14,61.49,0.41,33.4,58.56,167,1.61,57.75
1984,USA,14.92,0.01,41.04,11.59,410.65,822.37,5.25,17.53,30,4.81,11,39.86,1.95,79.28,45.86,100,2.51,74.25
1999,UK,14.51,1.48,31.69,15.17,457.85,1531.31,3.5,14.38,47,0.77,11,45.7,0.4,24.05,38.29,65,2.23,23.48
1990,France,15.14,1.11,32.84,7.82,457.16,818.11,4.01,18.73,22,4.93,5,60.44,1.7,20.45,55.7,54,2.26,29.33
1989,Pakistan,13.22,1.52,36.89,5.91,406.75,810.7,2.38,16.19,5,3.27,3,11.77,0.53,31.09,13.92,61,2.18,56.95
2019,Pakistan,13.66,0.64,28.12,7.5,412.97,1233.76,2.11,18.05,29,2.27,11,31.78,0.37,88.51,12.65,128,1.4,98.31
2017,Pakistan,14.51,1.11,27.75,0.6,414.44,1197.8,1.96,14.44,54,4.44,2,58.94,0.75,56.65,36.0,104,2.33,21.75
1985,Germany,14.75,1.19,36.9,5.72,414.78,1255.65,3.0,16.14,6,3.47,10,58.84,0.97,23.26,8.12,193,2.02,98.59
1987,France,15.01,0.88,32.78,2.07,391.31,1001.47,5.97,17.91,55,1.74,5,60.92,1.04,89.8,41.52,60,2.05,71.43
2002,China,14.6,0.48,30.49,7.04,387.82,1310.31,3.02,16.54,47,4.42,0,20.15,2.29,72.14,18.24,191,2.0,82.61
2005,UK,14.6,1.8,38.02,2.09,446.24,1288.45,3.94,15.37,39,3.33,1,52.35,0.29,78.66,11.55,55,2.18,8.96
2025,Pakistan,14.27,1.66,30.94,3.62,442.24,1344.71,4.17,18.46,41,3.49,6,18.79,0.37,34.91,27.52,199,2.33,30.04
2022,India,15.45,0.95,33.63,-2.49,441.81,812.93,2.19,14.74,45,4.48,14,57.11,0.74,27.38,30.63,55,2.19,5.77
1991,France,13.84,1.3,30.52,0.31,413.27,1310.09,2.98,16.47,10,2.24,3,24.71,3.07,56.06,14.38,81,2.78,37.15
2005,Germany,14.72,0.91,36.52,6.42,462.3,843.6,4.25,17.46,33,3.28,4,54.27,2.24,74.05,7.28,199,2.58,98.13
1992,France,13.91,0.7,41.66,1.52,414.44,952.87,4.01,19.64,11,3.72,14,37.3,2.58,64.64,27.77,80,2.16,10.53
2019,UK,14.82,1.83,25.69,9.26,436.57,946.71,1.11,15.81,59,2.27,10,69.18,1.36,64.17,46.77,147,1.68,56.24
1997,Germany,13.88,0.44,35.56,1.18,380.28,700.57,4.21,16.09,59,0.42,9,44.79,0.82,73.0,53.08,164,2.49,0.61
2004,UK,14.95,0.99,39.28,6.81,409.26,479.34,2.84,15.83,51,3.86,0,47.95,0.23,35.89,10.37,191,2.04,71.27
2012,France,14.57,1.13,32.89,1.95,411.1,1367.12,2.87,16.86,51,0.24,1,32.09,1.76,66.31,33.86,52,2.11,19.72
2019,China,15.55,1.76,29.34,6.54,413.36,789.33,3.99,17.38,44,3.59,3,54.07,2.05,47.45,19.49,118,1.54,12.96
2022,UK,14.33,1.46,37.1,-1.14,381.86,919.08,5.33,18.14,46,4.55,7,39.69,3.15,24.88,25.6,177,2.41,33.7
1991,Germany,14.75,0.43,40.01,3.19,432.6,780.78,3.26,17.63,26,1.73,9,11.08,3.1,34.15,56.34,81,3.5,77.1
2023,Germany,14.03,1.1,39.45,1.62,440.72,923.0,4.91,15.75,57,0.51,3,46.51,1.54,75.58,24.36,160,1.95,10.66
2015,UK,14.33,1.11,36.83,8.53,396.4,848.23,1.77,17.72,11,1.16,13,59.83,1.54,82.72,25.09,170,2.51,22.98
1983,Canada,14.56,1.01,35.49,6.85,386.32,1383.73,3.66,16.64,12,2.81,2,24.21,0.65,39.8,16.52,55,2.82,0.85
1984,France,13.58,1.35,30.5,0.07,395.78,822.85,2.85,17.62,7,4.71,2,23.26,0.98,33.33,57.8,83,1.94,96.84
2016,Canada,13.65,0.54,39.33,4.19,427.39,1514.37,3.84,17.7,15,2.56,11,46.53,3.25,21.87,30.11,197,0.99,59.21
1987,Australia,14.86,0.94,39.05,1.91,400.08,1341.78,3.14,18.95,28,0.56,4,59.08,0.58,86.34,36.37,160,2.55,71.99
2021,France,14.41,1.29,29.31,8.8,411.65,857.67,1.89,15.97,34,3.14,2,24.98,3.39,67.87,29.92,63,2.24,65.14
2007,UK,14.14,1.37,36.82,10.09,388.16,1095.94,2.44,15.68,59,3.66,7,65.94,1.82,86.99,18.91,65,2.36,14.44
2010,USA,14.06,1.16,38.26,-0.77,464.48,1155.8,1.53,17.17,28,1.97,4,65.64,1.65,80.47,49.57,97,2.23,59.49
1988,UK,14.08,0.98,39.41,8.31,416.83,1252.48,1.93,18.27,30,3.61,11,22.03,0.69,43.83,6.57,48,2.78,13.14
2008,Canada,14.57,1.05,34.63,1.71,443.74,1282.14,4.08,16.59,12,1.62,13,25.83,2.35,27.89,42.96,165,2.15,40.12
1993,China,14.77,1.4,30.71,3.99,427.33,1055.99,3.2,18.37,11,3.95,11,52.04,1.66,54.93,37.69,58,3.29,56.9
2019,UK,13.24,1.11,32.49,5.13,413.95,713.67,3.78,17.54,50,1.71,13,67.1,1.36,21.88,12.94,67,2.55,55.89
2020,UK,15.35,0.68,29.96,12.27,412.66,1192.27,5.68,16.2,1,1.28,6,52.59,1.0,30.49,14.12,174,2.71,11.91
2001,China,15.31,0.61,34.74,0.98,396.87,929.05,3.14,17.35,32,4.4,10,36.69,0.33,36.34,41.26,84,2.2,3.44
1990,UK,13.1,0.5,33.77,8.34,403.74,163.24,4.26,15.85,7,2.74,7,20.14,1.87,66.6,22.17,167,2.36,79.82
2002,Pakistan,15.15,1.68,45.73,0.31,389.8,1117.08,3.53,16.86,40,1.43,4,37.66,1.16,55.69,19.62,133,1.36,72.59
1980,USA,15.13,1.42,39.47,0.04,387.08,779.77,6.82,14.89,56,4.68,7,46.41,2.51,41.17,8.25,55,1.91,8.18
2025,India,14.5,1.06,39.85,5.11,467.16,862.48,-0.12,16.4,58,3.45,11,29.86,2.56,59.53,47.16,44,2.74,12.74
2016,USA,13.72,0.92,37.36,5.09,421.97,1001.81,2.64,18.0,39,1.1,14,40.62,1.23,28.76,53.55,196,2.17,89.26
2000,UK,15.11,0.87,33.16,-6.33,451.64,533.91,4.28,17.65,52,3.07,2,17.81,2.38,72.9,50.09,91,1.64,76.91
2005,Pakistan,14.36,1.54,33.62,9.64,395.15,1041.71,2.6,17.43,48,4.35,14,37.13,0.98,69.84,30.63,190,1.86,99.62
